ClassID,GenType,PosX,PosY,PosZ,Direction,NPCID,AnchorRange,Name
1,2,-98,387,41,0,47395,0,"디머"
2,3,-73,387,100,0,47399,0,"검은 주술인형"
99,10,-1215.600586,185.035492,-2087.143555,0,20101,0,""
201,201,-1361,347,-1314,0,20016,0,"사이먼 쇼우"
202,202,-1239,610,24,0,20016,0,"사이먼 쇼우"
203,203,-1430,595,-193,0,20026,0,"투명트리거"
204,204,599,245,1146,0,147305,0,"하우벅"
205,205,197,145,1441,0,20026,0,"투명트리거"
103,103,-576,282,-1092,-90,147307,0,"마력 억제기1"
105,105,-501,467,-745,-45,147307,0,"마력 억제기2"
107,107,-12,378,26,1,147307,0,"마력 억제기3"
109,109,-223,246,1036,-18,147307,0,"마력 억제기4"
110,110,826.441284,254.166565,2333.979492,0,20026,0,"투명트리거"
112,112,837.070007,254.169998,2330.389893,-90,20016,0,"여신 가비야"
206,206,-1240.353027,516.546387,-701.411987,0,0,0,""
207,207,-1243.551147,516.546387,-727.223328,0,0,0,""
208,207,-957.803284,276.194336,-1269.810181,0,0,0,""
210,208,-1228.985596,516.338928,-266.355255,0,0,0,""
211,208,-1232.939819,228.924301,-1621.743774,0,0,0,""
212,209,-927.154846,552.605225,-78.266983,0,0,0,""
213,209,-1540.299805,606.920288,-187.420654,0,0,0,""
214,208,-576.138916,467.000671,-689.038452,0,0,0,""
216,207,-825.595825,512.082520,-56.322514,0,0,0,""
217,209,-907.099487,468.019989,-688.775085,0,0,0,""
218,210,-1689.078735,420.485199,-643.719666,0,0,0,""
219,211,-34.351768,378.776886,12.329724,0,0,0,""
220,212,-1246.583618,185.072830,-1979.471802,0,0,0,""
221,213,-1233.915283,569.991150,-32.166412,0,0,0,""
222,212,829.433228,254.166580,2297.354004,0,0,0,""
223,214,839.330017,254.270004,2290.110107,0,0,0,""
224,1,-1254.422119,228.924301,-1707.802124,0,0,0,""
225,1,-1617.684692,418.723877,-1272.035156,0,0,0,""
226,1,-854.499634,276.194397,-1269.478149,0,0,0,""
227,1,-1251.839111,516.546387,-754.640808,0,0,0,""
228,1,-576.498840,467.363586,-645.898804,0,0,0,""
229,1,-1569.004272,606.920227,-194.612167,0,0,0,""
230,1,45.183353,387.003876,120.143471,0,0,0,""
231,1,-96.457413,246.843704,1038.356445,0,0,0,""
232,1,483.854401,156.276306,641.069763,0,0,0,""
233,1,-28.271980,150.026337,1524.073853,0,0,0,""
234,1,773.901794,250.373596,1890.253296,0,0,0,""
235,1,985.469055,194.256836,1263.353638,0,0,0,""
236,215,860.454834,254.166550,2355.367676,-90,0,0,""
237,207,-1201.668091,323.890808,-1284.178955,0,0,0,""
238,207,-1276.303101,283.775116,-1407.957520,0,0,0,""
239,207,-1347.003418,335.626892,-1263.386353,0,0,0,""
240,207,-1259.175415,323.890808,-1204.079468,0,0,0,""
241,207,-800.100220,276.194397,-1230.962646,0,0,0,""
242,207,-661.994019,276.312134,-1332.877075,0,0,0,""
243,207,-591.118530,274.723511,-1162.849976,0,0,0,""
244,207,-1219.260010,516.546448,-900.710144,0,0,0,""
245,207,-849.507080,468.019928,-664.488342,0,0,0,""
246,207,-1219.597046,516.531128,-607.553040,0,0,0,""
247,207,-1070.798218,468.020142,-623.508850,0,0,0,""
248,207,-1224.966187,516.338928,-455.153870,0,0,0,""
249,207,-1226.217041,437.594757,-1028.623169,0,0,0,""
250,216,-144.900253,246.594147,977.336182,0,0,0,""
251,216,-112.819069,246.843597,1118.897095,0,0,0,""
252,216,-10.799919,246.837662,1016.867981,0,0,0,""
253,216,578.668213,150.553162,800.472778,0,0,0,""
254,216,592.842590,150.553101,966.442505,0,0,0,""
255,216,477.228027,168.486969,886.690491,0,0,0,""
256,216,704.644226,149.761765,861.033264,0,0,0,""
257,216,50.485153,150.064957,1414.509277,0,0,0,""
258,216,24.145182,150.389130,1553.537842,0,0,0,""
259,216,-155.910385,150.025894,1531.683350,0,0,0,""
260,216,991.778564,194.256882,1233.006592,0,0,0,""
261,216,855.915955,194.256958,1318.895874,0,0,0,""
262,216,634.864990,246.064026,1271.394531,0,0,0,""
263,216,408.353271,146.252365,1459.779663,0,0,0,""
264,216,702.978149,245.856750,1455.492188,0,0,0,""
265,217,996.559387,194.256836,1290.128418,0,0,0,""
266,217,59.667873,150.367126,1518.024048,0,0,0,""
267,217,-99.105652,246.843704,1037.843262,0,0,0,""
268,217,-219.077225,246.480774,1043.889648,0,0,0,""
269,217,960.712585,149.355194,815.479187,0,0,0,""
270,217,561.068420,150.553101,863.349243,0,0,0,""
271,217,726.966187,245.856766,1603.660278,0,0,0,""
272,217,779.349976,250.373596,1866.561646,0,0,0,""
273,217,660.944763,246.064102,1364.162842,0,0,0,""
274,217,353.216553,146.252396,1408.166992,0,0,0,""
275,217,646.898376,246.064438,1169.569092,0,0,0,""
276,218,-117.420860,150.238480,1675.798462,0,0,0,""
277,219,-1706.060059,607.020020,-187.250000,0,0,0,"보물 상자 LV1"
