ClassID,GenType,PosX,PosY,PosZ,Direction
1,1,-124.285461,253.610001,719.945313,0
2,1,-100.698723,253.610001,907.720581,0
3,1,-113.480011,253.610001,560.652466,0
4,1,34.602669,253.610001,740.041138,0
5,1,-1018.779480,400.993286,767.063110,0
6,1,-994.651550,395.824310,1117.234375,0
7,1,-926.529419,395.824310,906.478882,0
8,1,759.590881,239.404999,1028.016235,0
9,1,764.245300,239.404999,734.056824,0
10,1,598.541138,260.184387,1175.056763,0
11,1,614.690491,260.184387,843.963623,0
12,2,-845.910583,248.220703,-1414.084473,0
13,2,-956.142090,248.215317,-1260.353149,0
14,2,-682.103027,247.178070,-1031.829224,0
15,2,-1510.285645,389.750671,-667.194397,0
16,2,-1378.921997,390.223083,-878.596436,0
17,2,-1308.678223,381.936707,-637.704956,0
18,2,-1913.160034,390.351257,-1106.728882,0
19,2,-1724.058105,389.183807,-1098.689331,0
20,2,-1295.442139,253.708099,-1704.977417,0
21,2,-1145.429565,253.708099,-1684.314087,0
22,2,-1283.201050,253.708099,-1579.624023,0
23,2,-757.973022,239.928604,-1217.686279,0
24,3,978.414001,132.946106,-479.132538,0
25,3,687.496277,132.946106,-807.776794,0
26,3,690.949402,132.165405,-1054.666138,0
27,3,621.704834,132.234604,-1042.031982,0
28,3,554.840637,133.451996,-1173.521606,0
29,3,626.091736,132.165405,-1129.643311,0
30,3,1098.225586,132.165405,-626.883850,0
31,3,1066.400757,132.165405,-682.814758,0
32,3,1152.938965,134.546204,-730.958008,0
33,3,364.082611,132.946106,-1143.214844,0
34,1,-920.207214,400.993286,619.411072,0
35,1,-234.913193,253.610001,743.804993,0
36,2,-1283.322510,389.222504,-450.957092,0
37,4,-140.697006,200.790604,-1266.950562,0
38,5,-300.333649,177.556900,-2322.191162,-90
39,6,-113.805618,249.265396,2144.530273,90
40,7,1792.011841,149.581604,216.573563,-82
41,8,1368.903320,134.546204,-943.215576,-44
42,9,913.255920,134.657806,-1418.379272,0
43,10,849.688599,134.657806,-1418.380493,-14
44,11,913.266907,134.657806,-1356.485718,0
45,12,912.718628,134.657806,-1481.434570,0
46,13,974.610352,134.657806,-1420.476074,0
47,15,1398,127,-221,0
48,16,831.592773,134.657806,-1270.815918,-80
49,17,1218.313843,134.546204,-869.414734,0
50,18,1643,128,-159,0
51,19,1786.317749,149.581604,216.615829,0
52,19,1686.509766,127.061401,-121.796783,0
53,20,879.423401,134.657806,-1416.696533,45
54,21,912.566101,134.657806,-1389.395386,45
55,22,912.314392,134.657806,-1448.821899,45
56,23,943.468994,134.657806,-1417.790527,45
57,24,-88.509674,253.610001,728.577637,0
58,24,-935.382263,395.824310,1121.737793,0
59,24,-952.773987,400.993286,684.048828,0
60,24,821.076965,239.404999,771.199768,0
61,24,1358.700806,253.995102,1932.647217,0
62,24,1018.583130,260.368011,1363.144409,0
63,28,-362.056274,196.069199,-1921.815552,0
64,28,327.964722,132.946106,-1252.733154,0
65,28,-136.215179,196.069199,-1713.689209,0
66,28,765.713196,134.657806,-1437.646362,0
67,28,575.957642,132.234604,-1081.959229,0
68,28,840.876038,132.946106,-729.713440,0
69,28,1182.533936,132.946106,-390.301025,0
70,28,1713.998535,127.061401,-102.744560,0
71,28,1931.381226,131.963898,212.282959,0
72,28,-141.203857,226.835403,-1020.451782,0
73,28,-781.242065,239.941605,-1240.051025,0
74,28,-1163.961548,253.708099,-1639.034912,0
75,28,-1790.803345,389.183807,-1063.252075,0
76,28,-1299.603882,389.357727,-768.095642,0
77,28,-83.506744,253.610001,605.214722,0
78,28,-58.313721,253.610001,955.992798,0
79,28,-617.075806,370.518005,825.938538,0
80,28,-955.056458,400.993286,733.415833,0
81,28,-903.148254,395.824310,1052.931641,0
82,28,753.259033,239.404999,711.734741,0
83,28,718.808838,239.404999,1023.578918,0
84,28,1042.747070,260.368011,1410.735962,0
85,28,1326.466553,234.406296,1752.046143,0
86,28,1254.979126,250.869385,1854.442017,0
87,28,-133.089279,254.094452,1612.619507,0
88,28,8.239677,254.094406,1774.873779,0
89,29,-290.387146,177.556900,-2219.824463,0
90,29,-115.012352,249.265396,2058.492920,0
91,29,-163.274979,310.270996,0.213287,0
92,29,12.666189,310.270996,3.224167,0
93,30,-185.781631,310.270996,4.435118,0
94,31,1926.693237,131.963898,191.970215,0
