ClassID,GenType,PosX,PosY,PosZ,Direction
1,1,755.661987,186.447449,-508.369202,0
2,1,944.087524,186.447449,-544.534302,0
3,1,598.475769,184.000153,-518.694824,0
4,1,761.681641,186.447449,-950.504089,0
5,1,946.376465,186.447449,-919.357544,0
6,1,1011.586182,186.447449,-722.472961,0
7,1,561.654541,184.000549,-225.287247,0
8,1,609.271545,184.000031,-143.004730,0
9,1,518.550537,184.001038,-89.038269,0
10,1,617.884583,184.000015,-14.512952,0
11,1,626.997253,183.998795,167.842331,0
12,1,640.868652,183.997330,376.837708,0
13,1,868.674255,183.996780,477.299133,0
14,1,654.453430,183.998062,250.270218,0
15,1,913.223022,183.997452,241.117203,0
16,1,991.137817,183.996979,427.670013,0
17,1,1038.500000,182.905121,680.315369,0
18,1,1182.352173,184.356598,790.267883,0
19,1,1329.703369,183.672150,766.764832,0
20,1,1407.154785,182.746643,930.278992,0
21,1,1417.606201,183.373917,789.321655,0
22,1,513.601074,182.747101,807.442322,0
23,1,583.911072,182.746902,889.989319,0
24,1,765.465942,182.747208,812.180054,0
25,1,892.274658,182.745911,880.311768,0
26,1,959.396362,183.758240,791.960388,0
27,1,85.275345,183.996780,789.210571,0
28,1,17.067917,183.996765,860.761108,0
29,1,-62.187347,183.996552,730.084229,0
30,1,-160.552551,183.996658,892.833435,0
31,1,-289.590607,183.996552,783.036926,0
32,1,-499.366852,183.996887,719.732544,0
33,1,-740.767944,183.996841,736.550476,0
34,1,-760.926025,169.757965,548.035706,0
35,1,-1161.389771,183.964264,566.653137,0
36,1,-960.739258,169.758209,734.711975,0
37,1,-965.017761,183.996811,449.929321,0
38,1,-1012.102173,169.758636,923.207153,0
39,1,-1064.252197,236.224091,1211.099365,0
40,1,-894.550476,233.154739,1239.670776,0
41,1,-940.753662,233.154739,1240.429810,0
42,1,-579.357910,169.758148,448.300293,0
43,1,-415.261902,168.829926,231.493118,0
44,1,-299.059814,169.900604,109.841743,0
45,1,-363.193726,169.044266,-27.927143,0
46,1,-150.505035,169.367752,14.134575,0
47,1,-35.771748,169.897751,175.791016,0
48,1,-158.650635,170.215668,160.165665,0
49,1,-72.850174,169.426208,24.683407,0
50,1,-238.147064,170.428574,348.751526,0
51,1,-47.409481,170.096954,323.501556,0
52,1,-405.864563,168.667786,-245.341446,0
53,1,-401.253967,168.667648,-422.993652,0
54,1,-444.086304,168.667603,-516.973755,0
55,1,-429.289581,168.667603,-685.414124,0
56,1,-521.612427,168.667816,-739.754333,0
57,1,-644.419861,168.667923,-769.176636,0
58,1,-663.538208,168.667480,-651.119995,0
59,1,-904.561401,168.667877,-758.812012,0
60,1,-864.419617,168.664627,-480.427979,0
61,1,-1082.371704,168.666397,-598.688416,0
62,1,-1256.915405,168.667770,-609.511047,0
63,1,-1205.084961,168.668060,-801.525024,0
64,1,-1113.407349,168.666367,-389.061951,0
65,1,-887.293640,168.666885,-619.452515,0
66,1,-1024.859497,168.667191,-264.335114,0
67,1,-1218.465332,168.667191,-260.525696,0
68,1,-851.272766,168.667191,-269.056000,0
69,1,-1377.370117,168.643036,-792.043274,0
71,1,-1319.298218,168.667938,-764.408691,0
73,1,-1128.285034,168.667892,-727.549500,0
74,2,-232.282349,183.996399,866.978577,0
75,2,476.032410,182.747116,916.539795,0
76,2,602.371948,182.746613,791.378906,0
